collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,12217243.88704809,34892464.61053111,True,4336.0,911892,0,1299421,605462,0,5850914,0,517702.5387133388,0,1933586,1233475,1669719,4576134,1749759,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 168 m2 Depok,Baru,1010234836.0,2917954829.365982,True,2782.0,350374,3508813,790698,1410862,0,12932895,0,1233377.1587568698,862419,0,3116471,680123,0,2028813,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 264 m2 Yogyakarta,Baru,799056251.0,1673930203.4229722,True,,744491,3980940,1498874,626105,9454047,10173982,1239906,711931.1694459954,18932934,0,0,4310254,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13947336.506554084,33548784.18825333,True,1838.0,688421,0,941323,1488301,0,27897809,0,2731212.567903749,0,1749231,0,1646328,1443103,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin solitaire emas kuning 18 karat dengan berlian berbentuk hati,,16471177.099113302,21599104.656463727,True,5202.0,1854214,8166462,993162,651913,4134120,13805958,1331977,992112.5297131219,0,0,0,3198871,0,4225411,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,33238693.65102373,88092383.70123923,True,2483.0,1898280,5617466,1067723,607983,0,20150441,4309923,1123629.204358173,11346908,3812130,0,3823878,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19523756.747332253,25095399.506568596,True,8567.0,664474,0,1446176,1135684,0,31189742,0,2840006.079587845,19571909,4320559,4147058,1482148,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 71 m2 Tangerang Selatan,Baru,728516115.0,637983812.1822213,True,5959.0,723360,1681381,1405363,850092,4628591,15209500,2904717,1352735.4174749982,0,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,95631082.1753887,True,1488.0,1974129,0,1117769,578519,5203923,13296678,0,885763.6675020524,0,0,1441521,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Kawasaki KLX 150,Bekas,24133388.587100167,41459124.81971156,True,7045.0,681799,0,1373996,807511,0,12199117,0,658518.9016425777,0,0,0,2895405,4171813,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 87 m2 Batam,Bekas,959293272.0,2853697162.762462,True,1407.0,1687830,5465521,1473299,589456,0,17128950,0,861644.7329191419,0,0,0,0,3697364,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Bekas,199000187.54009408,162789628.83751178,True,5932.0,390220,6607737,810354,869090,0,23598771,0,1771015.0756226538,0,1957452,0,3869995,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,29457714.37962199,54307901.08782834,True,1959.0,1546594,2438159,1233842,1239933,3145047,17254765,1971716,1364050.525212169,0,0,0,1642141,3212043,3427400,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 252 m2 DKI Jakarta,Baru,4284304154.0,11733122450.368149,True,,1002615,0,1051931,830258,8920581,15438859,3208499,980698.3711228498,0,2243609,647305,0,1362637,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Bekas,25753434.838660136,57990720.23587189,True,7849.0,1178562,3169875,1017881,996952,5308789,25215304,0,1758302.1632646606,0,0,2919,0,4839146,1600167,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2248 m2 perkotaan Surabaya,,36202898016.0,32981812661.140297,True,6074.0,596454,0,964884,402034,0,26174516,3111728,2284955.036411148,3380968,481864,3183384,0,2436796,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Xenia,Baru,192442620.48219424,448891442.56264305,True,6257.0,302140,2870592,857172,1012054,8503778,5488757,4816938,362979.38942944375,0,4852815,582373,1604048,1284707,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mazda CX-5,Baru,587561155.8406595,482163553.43363667,True,4315.0,1705498,5097241,834646,453278,0,6338673,0,596309.0076130803,7205650,981355,0,0,2248799,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Baru,34096571.158405915,29389033.11423587,True,7749.0,1491876,3738953,1325271,739768,2302135,14593298,0,1409200.868373813,14124865,3963199,0,4986491,4647865,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,29776113.592620265,72699353.02371942,False,1453.0,633932,4058317,845665,863748,2672573,9935231,3965995,897669.9844966528,0,0,987795,3108273,0,2545763,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14078906.993552538,23695368.546036597,True,9762.0,629573,2750548,914841,768769,0,14652172,0,754425.3915813671,0,3803828,0,0,0,3981338,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,7130356.197134733,19642590.75438583,True,2519.0,661954,2896397,873147,1468773,0,7363364,0,442454.23075589415,0,0,0,3488521,4822569,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,46859878.407303,31135402.890397396,True,4534.0,681541,0,1370388,1098699,5963339,7833504,1911258,644611.2274329896,0,0,3210934,4007526,4714726,218640,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1174 m2 perkotaan Makassar,,13271891552.0,36004357187.56048,True,9276.0,1163739,0,991023,1080665,9838452,7206557,3226385,493058.14170320734,0,489064,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 187 m2 Surabaya Selatan,Bekas,1060565685.0,1873691080.1774676,True,1419.0,1220240,2760261,1069582,777837,7869032,18741613,0,1497751.5596325223,0,3830738,0,0,3279205,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 201 m2 Semarang,Baru,1191764686.0,3081226046.8036394,False,6013.0,1450283,0,1383357,1016210,0,8463045,0,687810.1205537457,0,260718,0,1593011,0,3011765,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 65 m2 Tangerang Selatan,Bekas,765666978.0,1504222864.970286,True,4679.0,1018960,0,1341404,1026034,9774343,33259552,3405671,2213966.3122771457,0,1412645,1225997,3980257,4110097,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,27012829.03175452,34958577.67552774,True,1240.0,1581339,5573001,1142144,1178793,0,28999748,1059800,1997823.6942380832,2343746,0,0,0,2716916,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,5965123.01184206,3670794.0333755505,True,8881.0,1125082,0,1252351,532481,0,11490247,0,972392.3502835089,0,3040216,2787364,4868837,0,4959651,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14745274.327412566,37425102.62259986,True,7942.0,1612420,510128,1439649,561051,0,16688923,4447873,1232108.447130197,8675490,0,0,0,330932,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 204 m2 Palembang,Bekas,714219746.0,1537721853.4672756,True,3155.0,559774,0,1294227,605012,3201354,16071832,0,987739.5663580893,0,3115877,3938957,1614133,0,2127173,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1109218.1000719033,691862.976217477,True,3539.0,263900,4197956,1077719,934881,8535075,30323148,0,2953663.329472372,13815429,3525781,899072,3038743,0,2513285,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,21632806.481762312,64814543.698678404,True,8894.0,1627291,6818574,1443566,438800,5687995,24785446,2484895,2028598.2979747092,0,0,4179755,0,855331,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 172 m2 Surabaya Timur,Bekas,1323005439.0,3557603935.264836,False,5957.0,1220055,0,1446956,663209,0,26998635,4059425,2041499.0252644436,0,2685980,421979,0,3077117,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,21024210.443882216,28651833.735599943,True,4231.0,1647618,6485278,947118,1490216,6335060,10689050,0,562828.0071519742,0,0,148621,697908,0,2462340,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,21024210.443882216,30197083.504685126,True,7205.0,1409015,0,778828,513675,0,8977934,0,767345.1660744777,8572235,3519309,4739895,4147112,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,37653580.90056627,53418050.239584476,True,3489.0,1274564,561382,1016629,1106921,0,31254149,0,1745380.5015471024,8457287,312155,4914186,3810998,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,25466298.732823696,18579099.776826516,True,,531861,2405694,1393894,914226,4349729,19960226,3456847,1267997.403207237,4356973,4563082,4457520,4806928,913143,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2010 m2 pinggiran kota Surabaya Barat,,21477901230.0,64171330889.468414,True,,883378,0,1125116,926292,0,21207760,1887734,1875742.207816061,0,0,4395024,0,2060270,3188848,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,17924519.253701117,19850155.91521306,True,7418.0,924583,5299787,877207,1010407,8624234,30067254,0,2162280.4209496803,0,0,1114358,3550142,0,642770,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 233 m2 Depok,Bekas,1189579623.0,2648650448.4005785,True,,954532,0,828518,1220081,0,29438932,3997649,1967175.3244950997,4861644,0,0,1873694,2343095,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,5794719.516008463,7583037.131034462,True,6474.0,776690,3751832,1318698,1242746,0,27713576,0,2174661.61244211,0,0,0,0,0,4784708,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3308 m2 perkotaan Makassar,,36038513108.0,73101016605.16681,True,5698.0,1745032,0,1116677,515492,9171556,33929908,3475300,2062402.4954717495,0,0,0,0,0,1630010,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5822179.927315837,3937135.277039386,True,1502.0,765093,9266855,966431,1475126,3760820,7137329,1677542,486402.675134444,0,4114290,0,0,0,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,26986882.363071743,38177372.139921874,True,3766.0,1717333,4784666,937388,1090430,8538427,22223940,0,1467721.9422357925,0,1539649,1175411,2751906,1445355,495738,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Bekas,9127462.316090813,13903315.120822938,True,,1728678,0,1350613,524177,0,22258566,0,2060616.371343644,0,2337625,0,18630,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,19209504.316002823,44570633.83361617,True,1880.0,1735682,0,791776,1391283,0,17399091,3577619,1656162.542971294,0,1668321,4416262,1468936,0,806241,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,26953943.348351855,80348210.89617026,True,4071.0,446135,0,1415906,681701,2212570,8231204,4505305,543162.2674652177,5022757,0,544493,0,1823443,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,853117.5299515678,602507.9325104363,True,3856.0,1073930,6905571,811034,1495377,2404138,9508373,0,884598.0397112687,7583596,0,1371301,1608189,0,3601350,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,860546.6211806262,931364.920614759,True,4779.0,306485,9484694,798172,1084345,9482307,22542920,2855081,1443111.732179866,1098151,0,1982485,2529010,0,1356641,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,23476602.902996644,24187307.230787206,True,,841445,0,1212480,541017,6477591,21005490,2208444,1964503.8442838318,0,1377665,4829141,1488802,1978073,2039052,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19414823.29103376,12346331.44123957,True,5610.0,1488780,0,1438396,419183,4540261,15127870,0,1295185.4199395915,5686775,761855,0,0,0,1610722,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,34480082.37786698,45343370.75224793,False,5134.0,1645230,0,1411195,1228999,0,22906603,0,1410112.8341596283,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1106634459.5569072,2083229097.0258994,True,2977.0,937584,8663000,769294,1384415,8485684,16700809,4506478,1660291.419944541,13349052,0,847049,0,0,2005818,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,15526056.999380115,25346899.391029898,False,3297.0,1517604,1429086,938470,599151,7153617,27587205,0,2465381.246819445,0,0,0,0,1510939,194618,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,22416001.78444081,64298162.85446828,False,8512.0,1702774,3484993,1110939,699204,0,34934948,0,2111736.208707679,10078699,2512107,0,0,0,3066540,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,29887370.879127525,27528629.37006522,True,1716.0,704889,0,792988,1269480,0,31982635,3607952,2347364.3041321347,0,0,1507204,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Bekas,39890402.89726929,63426302.05394183,True,4093.0,1280253,0,808429,498098,8376198,14075871,2207897,928337.4475705811,15314461,421710,0,0,2441658,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 207 m2 Sleman,Baru,810787205.0,2309015357.635153,True,7254.0,1419704,0,1201752,1221399,0,22235455,2218128,1834330.9857539416,13490817,104167,2883482,0,1834522,1048381,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 161 m2 Tangerang,Baru,1000430853.0,671997935.1419318,True,7126.0,464664,0,1226855,671525,0,16973282,0,1313913.118255652,0,0,4099089,923164,4932497,3427161,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,32945115.37372559,43406145.170738414,True,8737.0,211677,0,767117,1216567,6695843,6064584,0,427739.374176254,12406328,636852,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Avanza,Baru,222201028.52030054,327559985.6759924,True,8503.0,1494638,0,1144640,725746,7268475,18376951,1664105,1235004.0414135884,3199787,877080,0,4197889,3088548,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,24330471.49844957,44375055.33623251,True,6380.0,726727,0,1299316,958625,0,9455609,0,735727.7165189188,0,2417460,1838432,0,1040496,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,23308889.98417161,27648278.500808135,True,8831.0,226904,0,1097195,1312801,8241586,8914455,0,811865.0212816286,0,3876489,224411,0,0,1679361,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,29155294.799047798,79643092.41060655,True,1553.0,300725,6591987,1107171,915575,6047980,22414011,0,1620760.5201893642,16391620,0,0,0,2698436,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Baru,329744862.62658525,923830149.5123332,True,2252.0,1227594,0,1404317,396719,9081347,23287793,1835363,1811242.3883495484,0,2738149,3435891,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,28800383.39857257,82373581.89398924,True,3827.0,993634,0,1350287,1065825,0,26212366,2198311,2340914.527604716,3798254,0,1249899,0,2421800,4456679,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2030 m2 perkotaan Surabaya,,29268570450.0,55162087791.411736,True,5147.0,686918,3197940,1442552,753288,0,9435403,2077696,599716.4270123338,9655304,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 230 m2 Sleman,Bekas,529350711.0,1346877614.190095,True,8862.0,662107,4750729,1290560,1166176,5558715,19609960,1588867,1478176.9199432821,0,4279696,0,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Bekas,12933351.862135816,32107573.882142153,True,,1590839,9580363,1182745,1021837,0,14686810,0,1405060.3781627598,14612421,3739410,3387597,2127687,3307649,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 140 m2 Bandung,Baru,1366062065.0,2463579193.580246,False,9739.0,1499769,0,1304186,474507,0,22288620,4757887,1203122.9079291166,0,0,0,1897880,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,801619.5236910577,563245.4081766307,True,7085.0,1945047,0,1179237,945696,0,6111973,4651256,432188.0548586007,8024893,0,2431655,0,0,4836019,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,801619.5236910577,750343.7622065133,True,1923.0,915345,0,1054650,508048,9270009,24275393,2126135,1492159.0980711058,16989990,213796,3682950,0,3889243,3789833,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,793232.8255102823,2016489.6266287377,True,8325.0,1658848,3639870,778883,1263793,0,21742005,0,1415308.9002864112,0,4907278,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,11183825.63922378,20092519.463574797,True,,455237,9374790,841018,1484904,0,11371688,0,1130127.5562669865,16724312,0,0,4309897,2087465,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang perak sterling dengan liontin mutiara dan berlian,,1098959.9832609282,1084693.9745694848,True,3543.0,524258,0,974145,758715,0,27895355,2766969,1898652.3242391443,0,1302931,0,4873769,3991335,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 14 karat,,4288242.211173473,11701067.107084606,True,9661.0,1633527,0,1058661,909078,0,27702130,0,2664802.0874213804,4582800,1027154,0,0,4348942,132228,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1076 m2 pedesaan Kulon Progo,,3594118684.0,6586965019.174387,True,4488.0,1892870,9008523,1476769,1089002,0,30339782,0,1750686.4963262468,0,4046185,0,2643700,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4283 m2 perkotaan Semarang,,33532917598.0,69324045084.4144,True,1683.0,1042804,0,806919,752724,0,7211575,0,715627.3505150654,13284979,1367598,0,2166071,0,944789,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Acer Swift 5,Baru,13016315.349818146,17873392.549454473,True,5799.0,398354,4136731,1322542,1362026,0,22421576,3762636,1950763.1256967422,0,460247,3409062,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10801308.8372561,6598617.095507203,True,3708.0,1813404,0,1479423,1110658,2920048,34982688,3659675,1960086.0930529542,0,0,2629246,0,0,3973388,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,24043941.974544816,62674225.886992775,False,7691.0,1912308,0,877005,1194584,0,8257782,1512674,693830.902656407,15054972,0,190483,4606379,0,1420934,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,976366.9857358101,626876.3784055865,True,9562.0,1384133,0,797197,1216089,6673240,7451800,3202259,669989.687218838,0,2320281,4031430,1412731,1820454,129766,3,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Realme GT 2 Pro,Bekas,10222672.07707781,6922360.148338564,True,2858.0,260327,9725109,1339146,1130202,7405626,26218265,2421984,2119398.1785322977,2362853,0,0,4565989,0,101533,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Bekas,202768909.09057245,307332255.72752166,True,3924.0,1683044,6352634,1040130,488825,3026699,32432486,0,1709792.3946435305,0,2249602,0,0,3773866,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 205 m2 Sidoarjo,Bekas,589437805.0,1591332840.3800578,True,5155.0,441593,0,910311,646475,2183125,15194211,0,1454053.1836596099,10199574,0,4242018,0,1459754,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,23389169.494378075,68400668.29772109,True,7934.0,1877795,1164107,1428871,675521,7401743,13191165,1093288,1046048.2397144646,12870561,0,2816996,4514978,1883029,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,16751868.470237363,46302687.38079145,True,6752.0,1656235,8677839,1453801,929136,0,18602856,4951917,1389917.519973836,10646914,0,2209672,3452604,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Baru,17927411.26615215,19457106.49038511,True,9604.0,983820,3773422,878057,1431596,0,30845224,3397542,1606690.8237763806,0,4638531,846267,1085743,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 287 m2 Bandung,Baru,1328766447.0,2424324926.864147,True,2056.0,1007175,856471,1175069,517776,0,8205096,2129331,499432.4370237072,6579568,0,0,0,2867806,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Baru,18208213.90865621,20241474.071351662,True,9939.0,453807,0,877333,557199,4747263,28769427,4527513,2266513.3882774473,0,0,0,0,3372627,4277477,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,18208213.90865621,18746398.44838015,True,3161.0,1840326,0,880390,615493,0,30147277,4076715,2808537.326695196,5232919,0,0,0,0,1275493,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Baru,410450449.126909,688585800.5930669,True,1941.0,1755183,9845148,946639,679910,4847601,31124955,3164329,2535654.361435345,0,0,1315956,812942,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,13920770666.499128,39254948714.39153,True,2868.0,1232620,0,1062235,567161,0,14431173,0,1328318.2764056707,0,3869867,0,29982,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2608 m2 pedesaan Bantul,,9457987632.0,26889796018.371475,True,2233.0,1426195,0,915950,572516,6252192,31390764,4063348,1651438.5832095675,0,4828792,3629617,0,1451676,1611959,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,26414790.963277616,47898485.66421432,False,5191.0,976057,0,1293060,418775,7064789,10153210,2761670,654581.0062866594,12344754,2631271,0,2158266,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,10853985.730105456,8903497.672117483,True,5878.0,670134,7640529,865543,804310,0,33273105,4084941,2678547.799597306,0,0,3930917,3002187,0,3991697,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,27372574.363259364,76783488.9801403,True,4906.0,508970,9740788,1424450,1220503,5850887,26220198,0,1711701.0562445233,0,0,1287779,0,4315742,1758831,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5988213.598060238,7386285.704707221,True,,1709818,0,836996,1497974,4830803,26161255,3310007,2049228.9960551232,0,0,0,4535352,0,4375905,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,14932946.41141095,21569358.093175292,True,1372.0,578680,0,1482143,610682,7698977,9655549,2621045,877829.1028107402,0,2660805,4521669,0,3614105,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4290 m2 pedesaan Tangerang Selatan,,18499921440.0,20977192617.335457,True,,916636,0,877017,1073193,0,20705272,1200881,1991357.8996238091,0,0,795374,1282858,0,1855222,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
