debtor_name,CreditScore,Gender,debtor_age,Tenure,arrear_amount,loan_amount,Efficient_HumanResources,debtor_occupation
4920,676,1,38,8,2,133692.88,0,0
4928,581,1,43,9,1,30662.91,0,4
1760,798,1,34,9,1,191395.88,0,0
965,705,1,38,1,1,106648.58,0,3
5896,714,0,31,6,1,50899.91,0,2
2304,664,0,44,8,1,115452.51,1,4
3423,697,1,43,7,2,64139.1,0,2
5205,609,1,37,6,2,22030.72,0,3
6568,548,1,38,0,2,38434.73,0,4
1844,850,1,39,6,2,42774.84,1,3
4597,656,1,41,2,2,158973.77,0,1
5143,727,1,37,9,1,34551.35,1,0
2568,642,0,55,7,2,101515.76,0,0
5876,710,0,31,5,2,9561.73,0,0
1539,710,1,33,1,2,168313.17,0,2
4209,718,0,37,7,2,55100.09,0,3
5020,586,1,32,1,1,31830.06,0,4
6410,617,0,36,7,1,71519.4,0,1
4501,630,1,28,9,2,32599.35,0,1
1514,791,0,42,10,2,139946.68,1,1
276,673,1,39,8,1,110468.51,0,3
3683,477,0,36,3,1,74042.0,0,1
5088,662,0,37,5,2,151871.84,0,4
5031,850,1,37,9,1,199693.84,1,3
5234,635,0,58,1,1,58907.08,1,4
2934,537,1,59,9,2,103799.77,1,4
6865,579,0,39,3,2,93835.64,0,0
1139,651,0,46,4,1,156425.57,1,3
688,610,0,25,2,2,123723.83,0,0
6805,581,1,30,1,2,199464.08,0,2
2306,592,1,39,7,2,83084.33,0,1
4633,688,0,35,6,1,25488.43,1,0
2029,681,0,18,1,1,9596.4,0,1
4955,658,1,37,3,2,70370.24,0,1
2105,792,1,34,1,1,86330.32,0,3
3382,528,0,62,7,1,168507.68,1,2
4249,624,0,36,0,2,111605.9,0,1
5195,562,1,31,4,2,143317.42,0,0
5898,678,1,36,1,2,27619.06,0,1
6267,705,0,64,3,3,146573.66,1,3
3355,650,1,23,4,2,69055.45,0,2
1475,593,0,46,2,1,54453.72,0,4
6581,652,0,40,4,2,33524.6,0,2
5445,554,0,27,4,2,135083.73,0,0
343,584,1,32,8,1,137439.34,0,3
4379,516,1,33,7,1,11205.5,0,0
2358,789,0,43,9,2,60176.1,0,1
1221,598,1,20,8,2,29552.7,0,4
6730,669,0,30,7,1,188795.85,0,2
1959,645,0,24,3,1,11638.17,0,3
3095,659,0,32,9,2,93155.75,0,2
2208,833,1,29,1,2,48986.18,0,2
1985,697,0,40,7,2,116951.1,0,3
6194,580,1,39,3,1,137041.26,0,3
4246,691,1,38,1,2,44653.5,0,3
3950,534,1,52,1,3,104035.41,1,0
5166,478,0,32,6,1,110593.62,0,2
5342,572,0,47,2,2,36099.7,0,0
3324,501,1,37,4,2,12470.3,0,4
6245,624,0,38,8,2,95403.41,0,1
4866,595,0,39,9,1,151757.81,0,0
3031,603,1,30,8,2,47536.46,0,3
4505,602,0,25,0,2,101274.17,0,1
5089,500,0,34,6,1,140268.45,0,1
4358,422,1,41,6,1,11663.09,0,4
3844,615,1,35,7,2,150784.29,0,3
5742,635,0,78,6,1,119400.08,0,2
52,711,0,32,1,2,126188.42,0,4
2834,834,1,36,8,1,89983.02,1,1
2585,633,0,44,7,2,29761.29,0,0
1008,650,0,31,1,2,27073.81,0,1
2916,743,1,65,2,1,96399.67,1,4
6820,567,1,38,6,2,45422.89,0,0
2744,706,0,46,4,1,108699.59,1,3
508,638,1,46,9,1,38967.29,0,2
1490,641,0,38,3,2,116466.19,0,1
831,574,0,34,5,2,17993.43,0,0
2594,642,1,30,8,1,43250.54,0,3
6405,722,0,35,1,1,125240.8,0,4
1491,623,1,23,1,2,191415.94,0,2
1636,681,1,25,5,1,90860.97,0,0
5982,530,0,34,8,2,141872.52,0,4
5430,797,0,55,10,4,49418.87,1,1
6233,653,1,51,3,1,170426.65,1,1
4516,850,1,42,8,1,51016.02,1,4
1511,581,1,34,1,2,81175.25,0,4
1496,589,1,38,8,1,99106.97,0,1
674,555,1,48,3,2,79134.78,0,2
3597,748,0,49,7,1,163550.58,1,4
221,745,0,46,7,2,67769.94,0,3
3741,730,1,34,1,2,126592.01,0,1
5517,565,0,44,1,2,89602.81,0,0
4085,778,1,37,3,1,179421.84,0,0
6984,812,1,24,10,2,156906.15,0,0
2639,526,1,42,1,1,168486.02,0,4
2470,708,0,47,0,2,132730.07,1,1
2531,680,1,33,2,1,39057.67,0,4
931,567,1,43,2,2,174606.35,0,0
6314,564,1,48,5,1,79259.77,0,0
743,709,0,24,3,1,168515.61,0,0
3093,629,1,46,1,1,161125.67,1,3
3262,510,0,45,10,2,77878.62,0,4
5832,506,0,32,3,1,80823.02,0,2
6229,605,1,39,7,1,119348.28,0,4
3414,650,1,32,1,2,178331.36,0,3
2333,850,1,49,8,1,119174.88,1,0
2857,489,1,38,2,2,82662.73,0,2
3982,659,0,30,8,1,40441.1,0,1
1118,753,0,43,5,2,109881.71,0,4
3273,477,1,48,8,2,157937.35,0,0
6877,610,0,45,3,1,38276.84,1,2
6778,619,0,33,2,2,65222.48,0,1
3960,619,0,31,2,2,2181.94,0,4
6076,758,0,30,3,1,156249.06,0,0
3043,516,1,50,7,2,45591.23,0,3
5854,789,0,27,8,1,79458.12,0,3
3528,687,0,44,9,2,103042.2,1,1
410,485,1,34,3,1,70209.83,0,4
4762,446,1,25,3,1,176743.51,0,1
4744,597,0,60,0,1,10703.53,1,3
2957,712,1,74,5,2,151425.82,0,4
6900,522,0,34,3,2,3894.34,0,0
2476,805,0,26,8,2,28861.69,0,4
3412,781,0,28,4,2,177703.15,0,3
968,689,0,57,4,2,136649.8,1,4
2205,670,1,31,1,2,175894.24,0,3
5155,670,1,33,2,2,76257.46,0,4
6559,524,0,25,7,1,193668.49,0,0
1430,734,0,39,3,2,125671.29,0,3
6852,489,0,51,3,2,174098.28,1,1
5977,578,0,31,5,4,187866.21,1,1
1468,622,1,39,9,2,100862.36,0,2
5736,843,0,38,8,1,10804.04,0,2
2613,687,1,48,4,2,170893.85,0,4
3810,700,1,28,8,1,22698.56,0,1
1770,410,0,50,2,2,89822.48,0,3
3489,537,0,41,0,2,175262.49,0,1
4198,780,0,43,0,1,15705.27,0,3
6483,652,1,58,6,2,170025.43,0,1
3559,620,1,35,0,1,17242.79,0,1
6300,697,0,23,10,2,79734.23,0,0
666,786,1,35,3,2,92712.97,0,0
5621,850,0,39,5,1,99689.48,0,1
5713,749,1,54,3,1,93336.3,1,4
939,445,1,31,7,1,175893.53,0,2
5895,443,1,50,3,1,42840.18,1,2
802,637,1,41,2,2,140298.24,0,1
2098,616,0,45,6,3,144000.59,1,4
777,756,0,23,1,1,113408.11,0,1
952,644,1,33,2,1,96420.58,0,4
5641,850,1,41,1,2,125806.3,0,3
3836,703,0,38,9,1,65720.92,0,0
2791,684,0,42,3,1,31002.03,0,4
1929,706,0,48,10,3,158248.71,1,3
4274,580,1,61,8,1,94677.83,0,1
5611,777,0,35,3,2,17257.72,0,4
6829,676,1,48,3,1,101397.86,0,3
5835,708,0,44,2,2,84870.23,0,4
2592,809,1,24,7,1,183515.13,0,4
285,588,1,38,1,1,75969.19,0,0
6977,623,1,43,1,2,146379.3,0,1
3813,537,1,42,1,1,127154.8,0,1
2140,536,1,53,2,1,2019.78,1,1
6232,769,1,48,2,2,197885.72,0,3
329,690,1,33,5,2,138017.68,0,1
4774,771,1,45,0,1,170984.97,1,1
5965,497,1,24,6,2,55859.27,0,2
1706,622,1,37,4,2,4459.5,0,0
386,602,1,30,9,2,102135.92,0,3
5173,543,0,32,7,1,112771.95,0,1
1185,520,1,45,7,1,32903.93,0,2
223,669,1,37,1,1,162260.93,0,4
2350,631,0,41,0,1,87959.83,0,4
4176,537,1,48,4,1,166476.95,1,4
3901,732,1,62,2,2,25438.87,0,4
2540,844,1,56,5,1,157230.06,1,3
1787,838,1,35,0,2,197305.91,0,1
2371,652,1,27,10,2,44435.76,0,1
4345,660,1,33,0,1,181051.99,0,0
2823,692,0,44,8,1,159069.37,0,2
6910,588,0,35,0,2,155485.24,0,1
6818,533,0,22,10,1,43852.05,0,2
167,850,1,43,4,1,140071.57,0,1
305,511,1,27,8,2,49089.36,0,3
4538,530,1,44,6,2,55893.37,0,1
312,554,1,31,1,2,192660.55,0,1
310,585,0,40,3,2,137028.51,0,2
4934,754,1,39,3,1,34430.16,0,0
4425,474,1,54,3,1,108409.17,1,3
5642,837,1,35,0,1,145325.32,0,1
333,567,0,23,9,1,81425.61,0,1
5071,800,1,38,1,2,51553.43,0,1
1089,646,1,18,10,2,52795.15,0,1
3200,627,1,38,8,2,84270.09,0,0
3902,505,1,26,8,1,145011.62,0,0
6652,566,0,35,1,1,66245.44,1,0
3370,619,0,33,3,2,36446.74,0,2
5744,757,0,44,4,1,137136.29,0,3
773,648,1,32,0,1,117323.31,0,3
2907,621,1,42,8,1,74157.71,0,2
4609,543,1,49,6,1,104253.56,0,0
6206,658,0,43,7,2,2748.72,0,2
4887,633,1,50,7,1,195937.16,0,3
3610,648,0,19,1,2,22101.86,0,3
4469,501,1,40,5,1,126535.92,0,1
2151,683,0,42,4,1,44692.63,1,1
339,619,0,38,1,1,112442.63,1,4
5469,705,0,35,3,2,66331.01,0,0
4636,638,0,53,1,1,16657.68,1,2
1482,710,0,31,1,2,20081.3,0,3
6946,590,0,54,4,2,93820.49,1,2
1158,725,1,43,2,2,130795.52,0,1
5553,638,0,32,0,2,160129.99,0,3
3636,791,1,36,6,1,189969.91,0,1
4545,702,0,40,1,1,9712.52,1,4
3298,607,0,32,6,2,196062.01,0,3
338,535,1,30,6,1,125710.53,0,0
3183,651,1,45,2,2,23054.51,1,1
2536,506,1,59,8,2,170679.74,0,0
5774,511,0,57,8,1,181258.76,0,0
5108,757,0,51,1,1,22835.13,1,2
3312,768,1,49,1,1,102397.22,1,3
927,757,1,32,9,2,115950.96,0,1
5790,663,1,64,6,2,15876.52,0,4
2751,537,0,37,7,4,117690.58,1,3
3381,570,1,29,4,2,173792.77,0,4
4002,850,0,35,5,1,80992.8,0,4
4157,661,0,64,8,2,189398.18,1,4
6715,659,1,54,8,1,56787.8,0,4
4019,454,1,40,2,1,148309.98,0,2
937,708,0,59,2,1,179673.11,1,0
3448,720,0,37,2,2,138470.21,0,3
6734,785,0,39,1,1,163798.41,1,4
5998,743,0,36,8,1,33693.78,0,3
644,493,0,48,7,2,48545.1,0,4
4917,557,1,34,3,1,123427.98,0,2
1370,850,1,40,1,1,174183.44,0,1
1381,799,0,32,3,2,17938.0,0,4
1660,756,1,34,1,1,90059.04,0,1
6924,752,1,38,0,2,137694.23,0,0
744,696,0,36,3,3,65039.9,0,4
4900,630,0,49,1,2,162858.29,0,1
5433,659,0,38,9,2,35701.06,0,1
384,685,1,39,9,2,18826.06,0,2
3115,599,0,31,3,1,130086.47,1,1
47,559,0,31,1,1,143360.56,0,1
2170,615,1,19,5,2,159920.92,0,3
1874,580,0,36,3,1,12099.67,0,1
2214,487,1,44,6,1,53087.98,0,0
1216,646,0,35,1,2,142839.82,0,3
5870,811,0,35,7,1,178.19,0,2
1742,526,1,35,5,2,105618.14,0,2
2301,767,1,37,7,2,24734.25,0,1
690,548,0,33,1,2,82245.67,0,4
3822,737,0,45,2,2,177695.67,0,3
2929,613,1,40,1,3,107961.11,1,1
4239,711,1,36,8,2,55207.41,0,0
1746,850,0,53,7,2,182633.63,1,2
6146,752,0,53,8,1,51587.04,0,2
6813,710,0,37,5,2,115403.31,0,0
5208,664,0,53,7,1,186392.99,1,4
1392,510,0,22,3,1,44374.44,0,4
6887,577,0,34,2,2,84033.35,0,3
6457,529,1,42,1,1,82276.62,0,3
3244,757,0,44,9,2,177528.92,0,4
6408,691,1,41,2,1,56850.92,1,4
3678,621,1,34,8,1,47972.65,0,4
2979,709,1,35,2,2,104982.39,0,4
3101,756,1,19,4,1,133535.29,0,1
6006,788,0,41,6,1,25571.37,0,2
4879,705,0,39,5,2,96075.55,0,2
5053,483,1,29,9,1,81634.45,0,3
1083,719,1,35,1,1,165008.97,0,3
4601,793,0,32,1,1,138191.81,0,4
2552,593,1,41,6,2,99136.49,0,1
6836,551,1,52,1,1,63584.55,1,4
364,690,1,39,6,2,160532.88,0,0
6079,823,1,71,5,1,162683.06,0,2
89,512,1,39,3,1,134878.19,0,3
253,802,1,41,5,2,134626.3,0,3
3525,450,0,34,2,2,175480.93,0,4
5734,651,1,41,1,1,174337.68,0,1
1067,697,0,33,1,1,172524.51,0,2
3131,611,1,28,2,2,25395.83,0,0
3021,643,0,33,0,1,184856.89,0,3
1858,822,1,37,3,1,182624.93,0,0
6830,632,1,38,4,2,192505.62,0,3
3138,575,0,26,7,2,112507.63,0,0
4243,672,1,31,6,1,177295.92,0,0
2129,517,1,39,3,2,12465.51,0,3
1654,621,1,39,8,2,36122.96,0,2
397,775,0,77,6,1,37836.64,0,3
5952,600,1,29,8,2,34747.43,0,0
2920,640,1,28,7,2,131097.9,0,1
3806,752,0,36,1,1,105280.55,0,2
4446,613,1,26,4,1,149653.81,0,2
5119,484,0,32,3,2,139390.99,0,3
6999,511,0,33,3,2,132436.71,0,2
1456,745,0,32,2,4,179705.13,1,1
6577,786,0,32,6,1,15796.66,0,4
6434,727,1,35,5,1,142754.71,0,2
3886,622,1,31,5,1,2578.43,0,3
6289,794,1,24,10,1,88992.05,0,2
3058,636,1,52,4,1,32936.44,1,3
3405,741,0,42,9,2,39122.58,0,1
1790,687,1,34,5,1,191092.62,0,3
1450,660,1,30,4,2,129149.06,0,0
142,660,1,35,7,2,13218.6,0,2
4113,617,0,79,7,1,160589.18,0,0
5753,762,1,32,10,1,179657.83,0,1
1679,752,0,35,2,1,44335.54,1,3
4727,561,1,34,4,2,29217.37,0,4
6989,609,1,26,10,1,43651.49,0,3
6287,803,1,28,3,2,159654.0,0,1
3245,556,0,40,9,1,17992.94,0,1
2431,531,0,53,5,1,141501.45,1,3
3294,411,0,35,2,2,93825.78,0,2
4877,587,0,44,5,2,41852.24,1,0
2314,683,1,56,7,3,97629.31,1,2
6555,654,1,29,2,1,37065.66,0,3
1701,670,0,36,2,2,38614.69,0,3
5476,655,0,36,2,1,87816.86,0,4
1401,752,0,36,7,2,184866.86,0,3
3479,534,0,23,5,1,160176.47,0,3
5235,635,1,42,1,2,164357.1,0,3
4166,491,1,70,6,2,17818.33,0,2
1316,516,1,27,9,1,142680.64,1,0
6817,530,0,48,0,1,85081.09,0,3
5447,687,1,35,3,2,176450.19,0,1
263,684,0,41,6,2,121967.88,0,1
6811,706,1,23,2,2,127187.04,0,4
2812,490,1,33,5,2,108313.34,0,0
6790,796,1,44,8,1,57205.55,0,2
5262,849,1,27,0,2,157891.86,0,3
6159,779,0,41,10,1,86927.53,0,0
6338,794,0,22,4,1,107753.07,0,4
1492,748,1,36,4,1,82158.14,0,0
2961,663,0,22,9,1,29135.89,1,4
4956,645,0,55,1,1,17095.49,0,3
4244,464,0,33,10,2,100447.53,0,2
4722,737,1,54,9,1,83470.4,1,4
4970,590,0,29,4,2,121846.81,0,4
1541,522,0,37,3,1,129107.59,0,2
5450,648,0,34,3,1,54726.43,0,0
1193,754,1,37,6,1,116141.72,0,1
4228,669,1,50,4,3,124872.42,1,3
2309,648,0,43,1,1,186438.86,1,4
5109,763,1,40,3,2,134281.11,0,3
4991,790,1,32,3,1,91044.47,0,1
2897,581,1,37,7,2,74320.75,0,3
3011,703,1,43,8,2,9704.66,0,2
287,571,0,33,9,2,128600.49,0,4
2557,657,0,27,8,2,6468.24,0,4
6748,737,1,44,7,2,57898.58,0,4
5207,793,1,29,8,2,192120.66,0,3
3926,783,0,44,3,1,164213.53,1,0
69,751,1,33,4,1,117547.76,0,2
6670,579,1,31,6,2,26149.25,0,0
3814,655,0,36,10,1,9181.66,0,3
6485,614,1,43,8,1,166588.76,0,4
4899,678,1,49,2,1,195053.58,1,4
1786,562,1,41,5,2,85787.31,0,3
6157,711,0,53,5,1,102428.51,0,3
396,620,1,37,0,1,71175.94,0,3
3299,437,1,49,9,2,166440.32,0,0
5808,691,0,41,8,3,148848.76,1,1
4850,552,0,34,4,2,140286.69,0,4
6822,765,1,34,5,2,104220.5,0,0
6236,707,0,51,10,1,70778.63,1,4
714,764,1,29,5,2,65868.28,0,3
2081,585,0,32,8,2,171482.56,0,0
5248,784,1,31,7,2,143204.41,0,4
4895,605,1,41,5,1,28427.84,0,4
5346,699,1,40,2,1,78387.32,0,1
2896,544,0,40,7,1,161076.92,0,2
1405,803,0,32,9,1,54277.45,1,0
4177,735,1,41,7,1,137180.95,0,4
6925,673,1,59,0,2,21063.71,1,3
249,652,1,30,2,2,152210.81,0,0
4749,694,1,42,3,2,88890.75,0,2
2034,741,0,44,7,2,190534.76,0,2
6821,590,1,30,3,2,83090.35,0,2
6878,809,0,33,3,2,141426.78,0,1
654,523,1,34,2,1,51358.66,0,2
4821,540,1,48,2,1,88703.04,1,2
6348,596,0,29,6,2,116696.77,0,0
5456,597,0,36,9,2,7156.09,0,4
1292,407,1,37,1,1,49161.12,1,2
6264,748,1,60,0,1,126743.33,1,2
5979,562,0,51,1,1,65390.46,1,0
2572,734,0,47,10,2,138835.91,0,1
3830,710,1,45,1,2,36154.66,0,4
390,539,0,39,6,1,59755.14,0,2
4089,542,1,32,7,1,125302.64,0,3
4964,717,0,36,2,2,94274.72,1,2
3737,682,0,50,10,1,102260.16,0,1
284,515,1,33,2,2,136028.97,0,3
3896,526,0,33,8,2,110114.38,1,4
4761,702,1,26,5,2,100442.22,1,0
4365,651,1,34,2,2,193597.94,0,1
3049,792,1,36,5,2,1871.25,0,3
6004,817,1,58,3,2,42831.11,0,3
959,674,0,36,6,1,182156.86,0,0
398,641,0,40,9,1,151648.66,1,2
1581,513,1,39,7,2,146738.83,0,3
4231,561,1,34,1,1,12148.2,0,3
5049,627,1,30,6,1,118029.09,0,3
3650,682,1,81,6,1,50783.88,0,4
1198,683,0,29,0,1,129891.66,0,0
5320,420,0,31,1,2,9904.63,0,1
6188,670,0,54,2,1,63213.31,0,0
2903,505,1,43,6,1,137565.87,0,2
5499,580,1,24,1,1,17185.95,1,2
1765,577,1,36,3,2,143783.46,0,3
4784,773,1,34,10,1,36823.28,0,1
5720,616,1,37,5,2,154957.66,1,1
5170,763,0,38,0,2,31892.82,0,2
2481,640,1,43,9,1,191084.4,1,0
4948,592,1,36,1,1,179718.17,0,4
3026,528,1,43,7,2,159823.16,0,1
6724,630,1,53,5,1,114110.97,0,3
5818,529,0,31,2,2,60993.23,0,4
5791,546,0,47,8,1,66408.01,1,1
3488,753,0,62,6,2,136398.9,0,0
5187,772,0,39,4,2,140709.25,0,1
4713,567,1,36,1,2,8555.73,0,1
792,628,0,45,6,1,115022.94,0,4
5185,658,1,20,7,2,187638.34,0,0
5751,679,1,58,9,1,3829.13,0,3
5242,629,1,34,1,1,119357.93,0,4
4859,731,1,42,9,1,192175.52,0,2
2092,775,1,33,3,2,128841.31,0,4
6686,660,1,33,2,1,150422.35,0,0
4444,752,1,39,3,1,188187.05,0,2
4203,655,1,37,6,2,1775.52,0,1
5915,543,0,46,5,1,85086.78,0,4
3175,811,1,42,10,2,3797.79,0,2
4861,689,1,45,0,2,150856.38,0,0
81,531,0,42,2,2,90537.47,0,2
2080,515,1,40,0,1,166370.81,0,3
4608,466,0,41,3,2,178994.13,1,4
2442,782,1,36,1,2,195681.43,0,0
4167,611,1,64,9,2,53277.15,0,2
6243,621,1,40,8,3,172490.78,1,3
255,604,1,41,3,1,11819.84,0,1
6664,655,0,35,1,1,82900.25,0,1
6899,689,1,38,2,1,82709.8,0,1
2881,681,1,30,2,1,180593.45,0,0
1010,643,1,41,2,1,172363.41,0,3
1399,617,0,24,4,2,91195.12,0,2
141,638,0,55,2,1,108987.25,1,0
5522,743,1,39,6,2,44265.28,0,3
2403,828,0,25,7,1,116613.26,0,4
4756,776,1,35,8,1,148527.56,0,0
6947,540,1,35,7,1,84239.46,0,2
6783,616,0,45,4,1,62002.04,0,3
6281,628,1,38,10,1,46044.48,1,3
4932,667,0,23,6,2,169669.33,1,2
2114,615,1,30,7,2,156346.84,0,0
1084,543,1,30,4,1,157711.18,0,3
6551,553,0,31,4,2,89087.4,0,3
5160,554,1,26,4,1,8742.36,0,3
1180,684,0,36,4,1,117038.96,0,2
1758,452,0,35,7,2,164241.67,0,1
322,606,1,47,3,2,137720.56,1,4
5877,629,1,40,9,1,106.67,0,4
2031,659,0,33,8,1,1539.21,0,1
1620,493,0,33,8,1,59659.53,0,1
5840,794,0,62,9,3,173586.63,1,4
222,554,0,44,6,1,126033.9,0,3
3847,796,0,52,9,1,62808.93,1,3
1915,807,0,36,4,2,147007.33,0,0
5212,500,1,44,9,2,196261.64,0,4
6285,722,1,43,1,1,44560.17,1,1
3349,559,0,40,7,1,18917.95,0,2
117,584,0,38,3,2,4525.4,0,2
1975,834,0,68,9,2,93112.2,0,4
3161,754,1,35,4,2,9658.41,0,1
6275,590,1,43,7,2,182627.25,1,1
2658,740,1,36,7,1,13177.4,0,2
992,502,0,57,3,1,43568.31,1,1
6136,733,1,48,5,1,117830.57,0,2
872,755,0,37,0,2,117396.25,0,1
431,554,0,46,7,3,96929.24,1,3
95,534,1,36,4,1,36275.94,0,2
4391,656,1,33,4,2,116706.0,0,0
1248,575,1,49,7,4,168080.53,1,1
471,480,1,47,8,1,25887.89,1,1
3190,575,1,40,5,2,122488.59,0,1
2270,672,0,40,3,1,113171.61,1,4
3159,758,0,35,5,2,100365.51,0,0
6138,682,1,50,6,2,124151.37,0,3
4416,501,0,29,8,2,112664.24,0,3
1871,746,1,34,6,2,183494.87,0,3
570,556,0,51,8,1,198810.65,1,3
4752,823,0,53,4,1,131259.6,1,1
4555,491,0,68,1,1,116471.14,1,1
6494,638,0,29,9,1,15336.4,0,3
6137,734,1,45,2,2,99593.28,0,4
971,555,1,40,10,1,170514.21,0,4
1976,745,0,44,0,1,34265.08,1,3
5583,728,1,37,3,2,106977.53,1,2
2668,626,1,44,10,2,164287.86,0,4
6389,681,1,37,8,2,25292.53,0,3
3937,478,0,38,4,1,51820.87,1,1
5312,709,1,38,5,2,81452.29,0,3
3150,562,1,33,8,2,1354.25,0,4
5462,769,0,34,7,1,71379.92,1,0
3017,684,0,46,3,2,154137.33,0,4
5576,536,0,61,8,1,64308.49,1,1
2522,631,0,29,2,2,31613.35,0,1
851,657,1,34,5,1,27738.01,0,0
4192,699,1,59,3,1,163570.25,0,2
5706,606,1,38,7,1,193878.51,0,1
6550,612,0,63,2,1,147545.65,0,3
1359,660,0,38,5,2,195906.59,0,3
909,829,1,50,7,2,178458.86,0,1
127,567,1,29,8,2,156125.72,0,3
1977,850,0,33,3,2,11159.19,0,0
807,712,0,44,2,2,45738.94,0,1
4099,562,1,30,3,2,140650.19,0,4
6135,755,0,29,3,3,4733.94,0,0
2275,793,1,25,3,1,10579.72,0,4
4343,471,1,26,8,2,179655.87,0,2
6606,707,1,42,2,1,77502.56,0,4
2656,784,1,38,10,1,145759.93,0,0
3333,703,1,32,1,1,56246.72,0,2
5383,704,1,36,8,1,151335.24,0,1
2680,662,1,38,0,1,179833.45,0,0
127,636,0,28,2,1,191627.85,0,2
3734,640,1,36,4,1,173016.46,0,4
588,739,1,31,1,2,58469.75,0,0
717,767,1,23,2,1,28038.28,0,1
6399,753,0,46,3,3,159576.75,1,1
98,714,1,37,9,2,151280.96,0,1
2251,707,1,29,4,2,139953.94,0,4
6584,577,0,35,4,1,105407.79,0,0
4028,633,0,42,1,2,56865.62,0,3
3775,849,1,41,10,1,198072.16,0,1
4359,614,0,41,7,2,137791.18,0,2
6571,558,0,47,9,2,103787.28,0,2
4359,832,0,27,10,1,30912.89,0,3
5864,567,0,26,2,2,78651.55,0,3
3333,587,0,45,8,1,123309.57,1,4
834,712,0,79,5,1,174118.93,0,4
6599,655,0,29,9,2,85736.26,0,2
6138,641,0,42,6,2,121138.77,0,2
465,676,1,35,5,2,84199.78,0,3
2343,472,1,29,8,1,181224.56,0,1
1034,644,1,34,9,2,141230.07,0,4
5650,598,1,38,0,1,158111.71,0,1
4477,792,1,25,8,1,130639.01,0,2
618,700,0,37,7,2,17040.82,0,4
5617,616,1,34,10,2,25662.27,0,3
5689,743,1,35,6,1,193360.69,0,0
2274,427,1,37,5,2,121485.1,0,1
6496,731,1,29,10,2,162452.65,0,1
2012,610,0,31,6,1,141137.53,0,1
692,724,0,41,4,3,185541.2,1,4
878,653,0,38,9,1,118383.18,0,1
875,774,1,49,1,1,8214.41,0,2
4553,547,1,49,8,2,46521.45,1,1
2524,719,1,50,2,2,10772.13,0,0
3492,740,1,43,9,1,199290.68,1,1
4475,543,1,42,4,3,85983.54,1,0
6608,688,1,45,9,1,129870.93,0,1
1964,474,0,30,9,2,63158.22,0,1
4338,505,1,43,5,2,171070.52,0,4
6474,688,0,39,0,2,53222.15,1,1
3935,650,0,55,2,3,179834.45,1,2
5359,610,1,37,0,1,114514.64,0,4
6162,705,0,46,5,1,139162.15,0,4
3333,669,0,29,7,1,50249.16,0,3
1305,650,1,20,8,2,113469.65,0,2
4436,550,1,29,9,2,147484.13,0,1
5384,595,0,45,9,1,191448.96,1,3
4099,572,0,26,5,2,119381.41,0,2
5593,622,0,58,2,2,33277.31,0,0
4371,662,1,20,9,2,73107.53,0,3
742,783,0,58,3,1,96590.39,1,4
4306,714,1,44,7,1,6923.11,0,4
5435,671,1,51,3,1,176403.33,1,1
326,600,0,32,1,1,64349.6,0,2
5583,847,0,37,9,1,116097.26,0,3
6480,650,1,55,9,1,29861.13,0,2
0,710,0,28,6,1,48426.98,0,0
4191,682,0,33,8,1,32770.56,0,4
2006,642,1,26,1,2,117060.2,0,3
2278,536,0,28,4,1,136197.65,0,0
4557,754,0,47,1,1,27438.83,0,1
3794,678,1,60,8,1,192156.54,1,1
585,533,0,49,1,3,69409.37,1,4
6540,741,1,38,4,1,58440.43,0,0
1357,757,1,31,10,2,192519.39,0,3
3475,721,1,40,3,1,144874.67,0,3
822,700,1,37,3,2,175373.46,0,4
596,663,1,26,5,1,440.2,0,1
2683,677,0,35,0,2,76637.38,0,0
3857,655,1,27,2,1,49480.66,0,4
1246,832,1,29,8,1,10417.87,0,3
4097,721,0,46,7,1,67976.57,0,1
576,542,1,54,8,1,140929.98,1,1
3730,654,0,54,5,2,47139.06,0,1
1692,821,0,38,8,2,126241.4,1,3
2679,508,0,38,3,2,22614.19,0,2
2559,588,0,42,2,1,48498.19,0,1
4098,691,1,38,9,2,103511.26,0,1
1910,664,1,40,7,1,122073.48,0,3
6637,439,0,66,9,1,65535.56,0,0
3483,479,1,37,6,1,160060.9,0,0
2021,850,0,55,10,1,155879.57,1,0
6275,518,1,40,4,2,194416.58,0,0
5415,717,0,64,10,2,21630.21,0,4
2758,698,0,51,6,4,157143.61,1,4
721,850,1,34,6,1,52796.31,0,2
858,700,1,47,4,1,121798.52,1,0
2422,626,0,29,4,2,41104.82,0,0
6133,774,1,32,9,2,10604.48,0,3
584,719,0,48,5,2,78563.66,0,2
4325,646,1,31,2,1,170821.43,1,2
979,485,0,25,3,1,113266.09,0,3
1020,784,1,38,1,1,171768.76,0,1
1871,850,1,32,2,2,54416.18,0,1
2649,669,0,38,9,1,130755.34,0,4
2487,731,1,70,3,2,141180.66,0,2
1344,721,0,49,1,1,183421.76,0,3
4429,515,0,37,0,1,132770.11,0,1
1692,774,0,35,3,1,24400.37,0,2
827,585,1,36,10,2,180318.6,0,4
461,695,0,29,9,2,111565.45,0,4
3777,729,0,42,4,2,2002.5,0,4
6150,713,0,42,3,2,82565.01,0,2
6134,555,1,33,5,1,121789.3,0,0
225,699,0,50,0,1,193785.87,0,0
3871,587,1,55,9,1,64593.07,0,1
5462,762,0,69,9,1,196993.69,0,4
6608,510,1,44,6,2,175518.31,0,0
6163,842,1,46,9,1,17268.02,0,1
