debtor_age,debtor_gender,debtor_education_level,debtor_marital_status,debtor_number_of_dependents,debtor_asset_ownership,debtor_asset_value,debtor_occupation,debtor_yearly_income,debtor_yearly_expense,debtor_net_income,debtor_income_frequency,debtor_loan_amount,debtor_reschedule_history,debtor_delay_history,debtor_communication_channel,debtor_tenor,debtor_num_of_paid_months,debtor_num_of_unpaid_months,debtor_days_before_due_date,debtor_business_prospect_growth_potential,debtor_business_prospect_market_conditions,debtor_performance_profitability,debtor_performance_cash_flow,debtor_repayment_ability_accuracy,jan,feb,mar,apr,may,jun,jul,august,sept,oct,nov,des,debtor_aging,debtor_risk_status
38,Laki-laki,SMP,Belum Kawin,0,FALSE,0,Buruh,47000000,0,47000000,12,11500000,2,1,E-mail,16,0,0,7,TRUE,2,5,FALSE,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
49,Perempuan,S3,Kawin,2,TRUE,0,Pengusaha,414000000,25655518,388344481,12,103500000,1,0,E-mail,6,2,4,6,TRUE,5,5,FALSE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
23,Laki-laki,SD,Cerai Mati,4,TRUE,250000000,Profesional,260500000,42968390,217531610,12,65000000,1,0,WhatsApp,36,21,15,0,FALSE,1,1,TRUE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
42,Perempuan,S1,Belum Kawin,0,TRUE,0,Profesional,181000000,0,181000000,12,45000000,0,2,Telpon,15,0,15,3,TRUE,1,5,TRUE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,DPK,Cukup Beresiko
42,Laki-laki,SD,Belum Kawin,0,FALSE,0,Pegawai Negeri,56500000,0,56500000,12,14000000,2,0,SMS,8,8,0,-1,TRUE,1,5,FALSE,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,DPK,Cukup Beresiko
31,Perempuan,S2,Belum Kawin,0,FALSE,0,Pegawai Negeri,72500000,0,72500000,12,18000000,2,0,E-mail,14,9,0,-1,TRUE,1,5,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,DPK,Cukup Beresiko
29,Perempuan,S1,Kawin,2,FALSE,0,Pegawai Negeri,74000000,29375532,44624468,12,18500000,1,2,E-mail,26,12,3,5,TRUE,1,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
60,Perempuan,S2,Belum Kawin,0,FALSE,0,Pegawai Swasta,50500000,0,50500000,12,12500000,0,0,WhatsApp,20,16,0,9,TRUE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
46,Perempuan,S2,Belum Kawin,0,TRUE,0,Pengusaha,610500000,0,610500000,12,152500000,1,2,Field,24,7,17,10,TRUE,3,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
26,Laki-laki,S1,Kawin,4,FALSE,0,Pegawai Negeri,92000000,38870682,53129318,12,23000000,0,1,E-mail,22,18,4,-3,TRUE,1,5,TRUE,TRUE,0,0,0,0,0,1,2,0,0,0,0,0,DPK,Cukup Beresiko
51,Perempuan,S2,Kawin,4,TRUE,500000000,Pengusaha,295000000,18950397,276049602,12,73500000,1,0,SMS,21,3,18,3,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
26,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Negeri,52000000,0,52000000,12,13000000,2,0,WhatsApp,15,6,9,6,FALSE,2,1,TRUE,FALSE,0,0,0,0,0,1,0,0,1,0,1,0,Kurang lancar,Beresiko
45,Laki-laki,SD,Cerai Mati,2,TRUE,150000000,Pegawai Swasta,60000000,25986010,34013989,12,15000000,2,0,WhatsApp,14,0,14,-3,TRUE,2,1,TRUE,FALSE,1,0,0,0,1,0,0,0,1,0,0,0,DPK,Cukup Beresiko
59,Laki-laki,S1,Cerai Mati,2,TRUE,350000000,Pegawai Swasta,63000000,20505950,42494049,12,15500000,1,0,SMS,8,1,7,4,FALSE,2,1,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,1,0,DPK,Cukup Beresiko
36,Perempuan,S1,Belum Kawin,0,TRUE,0,Profesional,270000000,0,270000000,12,67500000,1,1,SMS,32,1,31,1,FALSE,2,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
21,Perempuan,S1,Kawin,4,FALSE,0,Profesional,262000000,56827610,205172390,12,65500000,1,2,E-mail,32,11,5,6,TRUE,1,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
45,Perempuan,S1,Kawin,1,FALSE,0,Pegawai Swasta,84000000,7466083,76533916,12,21000000,2,1,SMS,21,8,1,1,FALSE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,DPK,Cukup Beresiko
20,Laki-laki,S2,Belum Kawin,0,TRUE,300000000,Pegawai Swasta,53000000,0,53000000,12,13000000,2,2,Field,21,9,12,-2,FALSE,1,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
28,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Profesional,252500000,0,252500000,12,63000000,2,0,Field,15,9,6,8,TRUE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
37,Perempuan,S1,Kawin,3,FALSE,400000000,Pengusaha,563000000,28807450,534192549,12,140500000,1,0,E-mail,19,12,4,-3,FALSE,2,1,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
26,Laki-laki,S3,Cerai Hidup,1,TRUE,0,Pegawai Negeri,119500000,17951370,101548630,12,29500000,2,0,SMS,32,12,20,0,FALSE,4,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
25,Laki-laki,D3,Cerai Hidup,5,TRUE,450000000,Pengusaha,733500000,49138371,684361629,12,183000000,2,0,Telpon,35,19,16,-4,FALSE,1,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
21,Laki-laki,SD,Kawin,1,TRUE,100000000,Pengusaha,569000000,10427668,558572331,12,142000000,1,2,E-mail,28,2,26,6,TRUE,3,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
39,Laki-laki,S1,Kawin,1,FALSE,0,Pegawai Negeri,56000000,11648600,44351399,12,14000000,2,2,SMS,14,5,1,0,TRUE,2,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
39,Perempuan,S3,Kawin,5,TRUE,0,Profesional,224500000,41023015,183476985,12,56000000,1,0,Telpon,33,32,1,6,TRUE,4,5,FALSE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
57,Laki-laki,SD,Cerai Hidup,2,FALSE,0,Pengusaha,221000000,17952152,203047847,12,55000000,1,0,E-mail,12,12,4,0,TRUE,3,5,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
51,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Profesional,279500000,0,279500000,12,69500000,1,0,E-mail,30,15,15,10,TRUE,1,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
54,Perempuan,S3,Kawin,2,FALSE,450000000,Pegawai Negeri,117500000,22267947,95232052,12,29000000,1,0,Field,10,10,3,-2,FALSE,1,1,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
57,Laki-laki,SMP,Cerai Mati,3,TRUE,250000000,Pengusaha,447500000,14281077,433218922,12,111500000,1,1,Telpon,6,5,1,6,FALSE,1,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
29,Perempuan,S2,Belum Kawin,0,FALSE,0,Pegawai Negeri,53500000,0,53500000,12,13000000,2,1,E-mail,34,33,0,0,TRUE,3,5,TRUE,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
46,Laki-laki,S3,Belum Kawin,0,TRUE,350000000,Profesional,113500000,0,113500000,12,28000000,2,0,E-mail,8,5,3,4,FALSE,1,1,TRUE,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,DPK,Cukup Beresiko
27,Laki-laki,D3,Belum Kawin,0,FALSE,0,Pengusaha,452000000,0,452000000,12,113000000,2,1,Field,30,2,0,4,FALSE,2,5,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
33,Laki-laki,S1,Cerai Hidup,1,TRUE,300000000,Profesional,138000000,5040645,132959355,12,34500000,2,0,Telpon,30,19,11,5,TRUE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
54,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pengusaha,597000000,0,597000000,12,149000000,2,0,Telpon,6,0,6,-5,TRUE,4,1,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
41,Laki-laki,SD,Cerai Hidup,4,FALSE,0,Buruh,32000000,29391463,2608537,12,8000000,1,1,Telpon,29,20,7,0,FALSE,1,5,TRUE,TRUE,1,2,0,0,1,2,3,0,0,0,1,0,Diragukan,Sangat Beresiko
46,Laki-laki,D3,Kawin,2,TRUE,300000000,Buruh,37000000,16253928,20746072,12,9000000,0,0,E-mail,31,8,23,-1,TRUE,2,1,TRUE,FALSE,0,0,0,1,0,1,0,0,0,0,0,0,DPK,Cukup Beresiko
52,Laki-laki,S1,Belum Kawin,0,TRUE,250000000,Pegawai Swasta,101000000,0,101000000,12,25000000,2,0,WhatsApp,16,5,11,-4,FALSE,3,1,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,DPK,Cukup Beresiko
58,Laki-laki,SMP,Belum Kawin,0,FALSE,0,Profesional,182500000,0,182500000,12,45500000,0,0,WhatsApp,14,14,0,5,TRUE,3,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,DPK,Cukup Beresiko
22,Laki-laki,SD,Kawin,5,FALSE,0,Pengusaha,541500000,37979891,503520108,12,135000000,2,0,WhatsApp,9,5,7,-1,FALSE,2,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
40,Laki-laki,SD,Belum Kawin,0,FALSE,0,Pengusaha,527500000,0,527500000,12,131500000,2,2,Field,6,0,0,10,TRUE,3,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
47,Laki-laki,SMA,Cerai Hidup,1,FALSE,0,Pengusaha,752500000,8847207,743652792,12,188000000,1,0,Telpon,22,15,2,3,TRUE,3,5,TRUE,FALSE,0,0,0,0,0,0,1,2,0,0,0,0,DPK,Cukup Beresiko
33,Laki-laki,SMP,Cerai Mati,5,FALSE,0,Pengusaha,791500000,44379838,747120161,12,197500000,1,1,WhatsApp,28,19,5,7,FALSE,1,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
24,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Negeri,63500000,0,63500000,12,15500000,1,2,Telpon,36,16,20,0,TRUE,1,1,TRUE,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,DPK,Cukup Beresiko
30,Perempuan,S3,Belum Kawin,0,FALSE,0,Profesional,142500000,0,142500000,12,35500000,0,1,E-mail,7,1,0,9,TRUE,1,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
50,Laki-laki,SD,Belum Kawin,0,TRUE,50000000,Pengusaha,631500000,0,631500000,12,157500000,2,0,SMS,33,9,24,0,TRUE,3,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
47,Laki-laki,SMA,Belum Kawin,0,FALSE,0,Pegawai Swasta,82500000,0,82500000,12,20500000,1,1,Telpon,22,21,0,4,TRUE,3,5,FALSE,TRUE,0,0,0,0,0,0,1,0,1,0,0,0,DPK,Cukup Beresiko
58,Laki-laki,S2,Belum Kawin,0,TRUE,300000000,Buruh,47000000,0,47000000,12,11500000,1,0,E-mail,16,14,2,4,FALSE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
37,Perempuan,S1,Kawin,2,TRUE,0,Pengusaha,263500000,10143103,253356896,12,65500000,0,0,SMS,23,15,8,-4,TRUE,2,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
51,Laki-laki,S1,Belum Kawin,0,TRUE,250000000,Pegawai Swasta,107500000,0,107500000,12,26500000,0,0,Field,12,3,9,7,FALSE,1,1,TRUE,FALSE,0,0,0,0,1,0,0,0,0,1,0,0,DPK,Cukup Beresiko
46,Perempuan,S1,Belum Kawin,0,FALSE,0,Pegawai Swasta,57500000,0,57500000,12,14000000,1,0,Field,19,5,0,0,TRUE,2,5,TRUE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
54,Laki-laki,D3,Belum Kawin,0,TRUE,200000000,Pegawai Swasta,88500000,0,88500000,12,22000000,2,0,Telpon,34,7,27,3,FALSE,4,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
39,Laki-laki,D3,Belum Kawin,0,TRUE,200000000,Pegawai Negeri,82000000,0,82000000,12,20500000,2,0,Field,17,6,11,-3,FALSE,1,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
38,Laki-laki,SMP,Cerai Hidup,3,FALSE,0,Pegawai Negeri,73500000,23020260,50479740,12,18000000,2,0,E-mail,30,14,4,4,FALSE,1,5,FALSE,FALSE,0,0,1,0,1,2,3,0,0,1,0,0,Diragukan,Sangat Beresiko
42,Laki-laki,SD,Cerai Hidup,5,FALSE,0,Profesional,116000000,66468756,49531244,12,29000000,0,0,WhatsApp,29,23,10,6,TRUE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
54,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Pegawai Negeri,52500000,0,52500000,12,13000000,1,1,E-mail,11,10,1,2,FALSE,2,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
44,Perempuan,S1,Belum Kawin,0,FALSE,0,Profesional,207000000,0,207000000,12,51500000,2,0,WhatsApp,24,8,0,7,FALSE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
28,Laki-laki,S2,Cerai Mati,3,TRUE,0,Profesional,152000000,20971245,131028755,12,38000000,1,0,WhatsApp,16,16,0,9,FALSE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
55,Laki-laki,S3,Belum Kawin,0,FALSE,0,Buruh,55500000,0,55500000,12,13500000,2,0,E-mail,24,8,0,4,TRUE,1,5,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
52,Perempuan,S3,Belum Kawin,0,FALSE,0,Pegawai Negeri,83500000,0,83500000,12,20500000,0,0,E-mail,12,0,0,-5,TRUE,4,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
45,Laki-laki,SD,Cerai Mati,4,TRUE,250000000,Pegawai Swasta,119500000,48495781,71004218,12,29500000,0,1,Telpon,34,11,23,4,TRUE,3,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
56,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pegawai Swasta,54000000,0,54000000,12,13500000,0,2,WhatsApp,7,1,6,8,TRUE,1,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
32,Perempuan,S3,Belum Kawin,0,FALSE,0,Pengusaha,245000000,0,245000000,12,61000000,0,0,E-mail,11,3,0,-3,TRUE,5,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
26,Perempuan,S1,Belum Kawin,0,FALSE,0,Pengusaha,221500000,0,221500000,12,55000000,1,0,SMS,19,19,0,7,FALSE,5,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
33,Laki-laki,SMP,Belum Kawin,0,TRUE,100000000,Pegawai Negeri,72500000,0,72500000,12,18000000,2,0,WhatsApp,15,15,0,-5,FALSE,5,1,TRUE,FALSE,0,0,0,1,0,0,1,0,0,0,0,0,DPK,Cukup Beresiko
54,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Swasta,114000000,0,114000000,12,28500000,2,1,WhatsApp,22,4,18,9,TRUE,2,1,TRUE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
45,Perempuan,S2,Kawin,5,TRUE,0,Profesional,174500000,63480830,111019170,12,43500000,0,0,SMS,36,26,10,0,FALSE,1,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
22,Laki-laki,S3,Kawin,3,FALSE,0,Pegawai Negeri,75500000,41027738,34472261,12,18500000,0,0,Field,13,7,3,6,TRUE,3,5,TRUE,FALSE,0,0,0,0,1,0,0,0,1,0,0,1,Kurang lancar,Beresiko
48,Laki-laki,SMA,Belum Kawin,0,FALSE,0,Pegawai Swasta,109500000,0,109500000,12,27000000,0,0,WhatsApp,11,2,0,-1,TRUE,1,5,TRUE,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
25,Laki-laki,SD,Kawin,4,TRUE,250000000,Pegawai Swasta,92000000,38177516,53822483,12,23000000,0,0,Telpon,30,0,30,-5,TRUE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
45,Laki-laki,S1,Kawin,2,TRUE,0,Pengusaha,221000000,21514580,199485419,12,55000000,2,0,Telpon,23,7,16,-2,FALSE,1,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
39,Perempuan,S3,Belum Kawin,0,TRUE,350000000,Pengusaha,512000000,0,512000000,12,128000000,2,0,E-mail,33,6,27,-2,TRUE,4,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
51,Laki-laki,SD,Kawin,5,FALSE,0,Pengusaha,633500000,52476543,581023457,12,158000000,2,0,SMS,7,1,5,8,FALSE,3,5,TRUE,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
41,Perempuan,S3,Belum Kawin,0,TRUE,0,Pegawai Swasta,104000000,0,104000000,12,26000000,2,1,SMS,18,3,15,9,FALSE,1,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
20,Perempuan,S3,Belum Kawin,0,FALSE,350000000,Profesional,267000000,0,267000000,12,66500000,0,0,Telpon,24,9,0,8,TRUE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
58,Perempuan,S3,Belum Kawin,0,FALSE,0,Profesional,254000000,0,254000000,12,63500000,1,0,WhatsApp,36,30,0,5,FALSE,2,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
59,Laki-laki,S2,Belum Kawin,0,TRUE,300000000,Pegawai Swasta,59500000,0,59500000,12,14500000,1,0,SMS,29,19,10,1,TRUE,2,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
41,Laki-laki,S2,Kawin,4,FALSE,0,Pegawai Negeri,78500000,41409124,37090875,12,19500000,1,0,Telpon,16,5,8,-3,FALSE,1,5,TRUE,FALSE,0,0,0,1,0,0,1,0,0,0,0,0,DPK,Cukup Beresiko
29,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Negeri,99000000,0,99000000,12,24500000,2,2,E-mail,32,2,30,-3,TRUE,1,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
21,Laki-laki,S3,Kawin,3,TRUE,500000000,Pegawai Negeri,103500000,32485890,71014110,12,25500000,0,0,WhatsApp,25,21,4,4,FALSE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
51,Laki-laki,S2,Belum Kawin,0,FALSE,300000000,Pengusaha,306000000,0,306000000,12,76500000,1,1,SMS,7,4,0,-3,TRUE,2,1,TRUE,TRUE,0,1,2,0,1,2,0,0,0,0,0,1,Diragukan,Sangat Beresiko
45,Perempuan,S1,Belum Kawin,0,TRUE,250000000,Profesional,170000000,0,170000000,12,42500000,1,1,SMS,36,18,18,-5,TRUE,1,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
24,Perempuan,S1,Belum Kawin,0,TRUE,0,Pegawai Negeri,108500000,0,108500000,12,27000000,2,1,Field,32,26,6,6,TRUE,5,5,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
36,Perempuan,S1,Belum Kawin,0,FALSE,250000000,Profesional,244500000,0,244500000,12,61000000,2,0,SMS,23,11,0,3,TRUE,3,1,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
31,Laki-laki,SMP,Kawin,2,TRUE,200000000,Profesional,147000000,18910291,128089709,12,36500000,2,1,WhatsApp,36,24,12,7,FALSE,1,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
50,Laki-laki,S3,Cerai Mati,4,TRUE,550000000,Buruh,38500000,53107999,-14607999,12,9500000,1,0,E-mail,15,9,6,-4,TRUE,3,5,TRUE,FALSE,0,0,0,1,2,0,1,0,0,0,1,0,Kurang lancar,Beresiko
24,Laki-laki,S3,Kawin,2,TRUE,450000000,Pegawai Negeri,71500000,25690398,45809602,12,17500000,1,0,Field,25,11,14,1,TRUE,2,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
22,Perempuan,S3,Belum Kawin,0,FALSE,0,Pegawai Swasta,100000000,0,100000000,12,25000000,0,0,SMS,14,6,0,-4,FALSE,4,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
47,Perempuan,S3,Kawin,2,FALSE,0,Pegawai Swasta,63000000,31674768,31325231,12,15500000,0,0,Field,18,1,2,-5,FALSE,3,5,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
30,Perempuan,S3,Belum Kawin,0,TRUE,0,Pengusaha,582000000,0,582000000,12,145500000,0,0,Field,12,12,0,4,TRUE,2,5,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,DPK,Cukup Beresiko
57,Laki-laki,SMA,Kawin,1,TRUE,200000000,Pegawai Negeri,94000000,11611251,82388748,12,23500000,1,0,WhatsApp,36,1,35,8,TRUE,1,1,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
51,Perempuan,S2,Belum Kawin,0,FALSE,0,Pegawai Negeri,93500000,0,93500000,12,23000000,2,2,Telpon,24,14,0,-3,TRUE,2,5,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
36,Laki-laki,S1,Cerai Mati,3,FALSE,0,Pengusaha,359000000,30362497,328637502,12,89500000,2,2,Telpon,32,9,5,-3,TRUE,1,5,TRUE,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
56,Perempuan,S2,Belum Kawin,0,FALSE,0,Pegawai Swasta,69500000,0,69500000,12,17000000,2,0,SMS,17,6,0,7,FALSE,3,5,FALSE,FALSE,1,0,0,0,0,0,0,0,1,0,0,0,DPK,Cukup Beresiko
42,Laki-laki,S2,Kawin,5,FALSE,550000000,Pegawai Negeri,110500000,64671582,45828418,12,27500000,2,0,WhatsApp,32,22,6,4,TRUE,1,1,TRUE,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,DPK,Cukup Beresiko
41,Perempuan,S2,Kawin,3,TRUE,0,Pengusaha,209500000,18373152,191126847,12,52000000,0,2,Telpon,29,27,2,-2,TRUE,2,5,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
39,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Swasta,80000000,0,80000000,12,20000000,0,2,WhatsApp,28,27,1,-1,TRUE,1,1,TRUE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,DPK,Cukup Beresiko
48,Perempuan,S3,Kawin,3,FALSE,0,Pegawai Negeri,60500000,18298671,42201328,12,15000000,2,0,E-mail,14,12,6,6,TRUE,2,5,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
48,Laki-laki,S1,Belum Kawin,0,FALSE,0,Pengusaha,445500000,0,445500000,12,111000000,1,0,SMS,11,0,0,7,TRUE,2,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,DPK,Cukup Beresiko
27,Laki-laki,SMP,Cerai Mati,4,FALSE,0,Pegawai Swasta,117500000,32455209,85044790,12,29000000,0,0,WhatsApp,30,7,7,3,TRUE,3,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
53,Perempuan,S2,Belum Kawin,0,TRUE,300000000,Pegawai Swasta,112500000,0,112500000,12,28000000,2,2,Telpon,22,21,1,-5,TRUE,1,1,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
46,Perempuan,S1,Belum Kawin,0,FALSE,0,Pegawai Swasta,85500000,0,85500000,12,21000000,0,0,WhatsApp,16,1,0,3,TRUE,1,5,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
54,Laki-laki,S2,Cerai Mati,4,TRUE,500000000,Pegawai Swasta,96500000,40255273,56244726,12,24000000,0,0,WhatsApp,20,18,2,-2,FALSE,1,1,TRUE,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,DPK,Cukup Beresiko
44,Perempuan,S1,Belum Kawin,0,FALSE,0,Pegawai Swasta,68000000,0,68000000,12,17000000,1,0,SMS,24,14,0,3,TRUE,5,5,FALSE,FALSE,0,0,1,0,0,0,0,1,0,0,0,0,DPK,Cukup Beresiko
49,Laki-laki,S1,Kawin,1,TRUE,300000000,Profesional,251500000,8060823,243439177,12,62500000,1,0,WhatsApp,17,2,15,-5,FALSE,3,1,TRUE,FALSE,0,1,0,0,0,0,1,2,0,0,0,0,DPK,Cukup Beresiko
59,Laki-laki,SMP,Cerai Hidup,3,TRUE,250000000,Profesional,209000000,26404804,182595196,12,52000000,2,0,WhatsApp,26,5,21,6,TRUE,1,1,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
44,Laki-laki,S3,Cerai Mati,1,TRUE,400000000,Profesional,296000000,6388476,289611524,12,74000000,0,1,Field,26,25,1,4,FALSE,2,1,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,Lancar,Tidak Beresiko
